Gene	Gistic(Q-value)	Cytoband	CNA	Profiled Samples	Number	Freq	Is Cancer Gene (source: OncoKB)
CHST1		11p11.2	AMP	7	1144	0.6%	No
STON1-GTF2A1L		2p16.3	AMP	15	1144	1.3%	No
NXT2		Xq23	AMP	8	1144	0.7%	No
ATP13A2		1p36.13	AMP	3	1144	0.3%	No
BCL2L10		15q21.2	HOMDEL	7	1144	0.6%	No
ATP6V0CP3		6p21.1	AMP	26	1144	2.3%	No
DNAAF4-CCPG1		15q21.3	HOMDEL	7	1144	0.6%	No
TRPM1		15q13.3	HOMDEL	17	1144	1.5%	No
FTO		16q12.2	HOMDEL	3	1144	0.3%	No
SDHB		1p36.13	AMP	3	1144	0.3%	Yes
CEMIP		15q25.1	AMP	5	1144	0.4%	No
ACADVL		17p13.1	HOMDEL	10	1144	0.9%	No
BTN2A3P		6p22.2	AMP	12	1144	1.0%	No
MLLT1		19p13.3	HOMDEL	5	1144	0.4%	Yes
USP16		21q21	HOMDEL	3	1144	0.3%	No
SH3GL1		19p13.3	HOMDEL	5	1144	0.4%	Yes
ZNF232		17p13.2	HOMDEL	10	1144	0.9%	No
FAM86B3P		8p23.1	HOMDEL	48	1144	4.2%	No
LINC00488		3q13.13	HOMDEL	3	1144	0.3%	No
PEX10		1p36.32	AMP	12	1144	1.0%	No
LANCL2		7p11.2	AMP	66	1144	5.8%	No
SDHC		1q23.3	AMP	77	1144	6.7%	Yes
ADGRL2		1p31.1	HOMDEL	3	1144	0.3%	No
THAP11		16q22.1	AMP	4	1144	0.3%	No
PSG10P		19q13.2	AMP	17	1144	1.5%	No
POTEB		15q11.2	AMP	6	1144	0.5%	No
TMEM43		3p25.1	HOMDEL	4	1144	0.3%	No
NOCT		4q31.1	HOMDEL	6	1144	0.5%	No
GAK		4p16.3	HOMDEL	11	1144	1.0%	No
PEX12		17q12	AMP	6	1144	0.5%	No
CDH1		16q22.1	HOMDEL	1	1144	<0.1%	Yes
ERBIN		5q12.3	AMP	1	1144	<0.1%	No
SAMHD1		20q11.23	HOMDEL	1	1144	<0.1%	Yes
UGT2B11		4q13.2	HOMDEL	1	1144	<0.1%	No
OR52L1		11p15.4	AMP	1	1144	<0.1%	No
C2CD4D		1q21.3	AMP	98	1144	8.6%	No
ZNF815P		7p22.1	AMP	27	1144	2.4%	No
IFT172		2p23.3	AMP	7	1144	0.6%	No
NLRP3		1q44	AMP	47	1144	4.1%	No
CSKMT		11q12.3	AMP	3	1144	0.3%	No
SNORD114-24		14q32.31	AMP	13	1144	1.1%	No
DPPA2P3		3q29	HOMDEL	7	1144	0.6%	No
SDHD		11q23.1	AMP	5	1144	0.4%	Yes
TMEM240		1p36.33	HOMDEL	6	1144	0.5%	No
TMEM217		6p21.2	HOMDEL	1	1144	<0.1%	No
VANGL2		1q23.2	AMP	79	1144	6.9%	No
DELE1		5q31.3	HOMDEL	5	1144	0.4%	No
MANBAL		20q11.23	HOMDEL	1	1144	<0.1%	No
PEX13		2p15	AMP	34	1144	3.0%	No
KCNG2		18q23	HOMDEL	23	1144	2.0%	No
POTEKP		2q21.1	AMP	5	1144	0.4%	No
GUCY2EP		11q13.5	AMP	24	1144	2.1%	No
LINC01097		4p15.33	AMP	4	1144	0.3%	No
LINC02418		12q24.33	AMP	2	1144	0.2%	No
PGBD3		10q11	HOMDEL	7	1144	0.6%	No
FRAT2		10q24.1	AMP	1	1144	<0.1%	No
BLNK		10q24.1	AMP	1	1144	<0.1%	No
SLC20A2		8p11.21	HOMDEL	10	1144	0.9%	No
SPSB1		1p36.22	HOMDEL	7	1144	0.6%	No
BCR		22q11.23	HOMDEL	1	1144	<0.1%	Yes
SNORD114-23		14q32.31	AMP	13	1144	1.1%	No
CUBN		10p13	HOMDEL	4	1144	0.3%	No
RBFOX1		16p13.3	AMP	7	1144	0.6%	No
FEZF2		3p14.2	AMP	2	1144	0.2%	No
TTC7A		2p21	AMP	18	1144	1.6%	No
MBD1		18q21.1	HOMDEL	10	1144	0.9%	No
PEX14		1p36.22	AMP	3	1144	0.3%	No
LTK		15q15.1	HOMDEL	13	1144	1.1%	Yes
NOP2		12p13.31	AMP	21	1144	1.8%	No
ALKBH2		12q24.11	AMP	2	1144	0.2%	No
ARRDC3-AS1		5q14.3	AMP	3	1144	0.3%	No
EXOSC2		9q34.12	AMP	1	1144	<0.1%	No
ZNF800		7q31.33	HOMDEL	2	1144	0.2%	No
B3GAT1-DT		11q25	HOMDEL	19	1144	1.7%	No
LINC00842		10q11.22	AMP	1	1144	<0.1%	No
GPR63		6q16.1	AMP	1	1144	<0.1%	No
RGS22		8q22.2	AMP	42	1144	3.7%	No
GCA		2q24.2	AMP	7	1144	0.6%	No
ZDHHC9		Xq26.1	HOMDEL	3	1144	0.3%	No
PLEKHH1		14q24.1	AMP	1	1144	<0.1%	No
ZNF283		19q13.31	AMP	20	1144	1.7%	No
IGDCC4		15q22.31	HOMDEL	2	1144	0.2%	No
MZF1		19q13.43	AMP	12	1144	1.0%	No
PTDSS2		11p15.5	AMP	2	1144	0.2%	No
SEPSECS-AS1		4p15.2	AMP	2	1144	0.2%	No
PF4		4q13.3	AMP	17	1144	1.5%	No
SPINK14		5q32	HOMDEL	6	1144	0.5%	No
NODAL		10q22.1	AMP	3	1144	0.3%	No
C8G		9q34.3	HOMDEL	5	1144	0.4%	No
SPATA31A7		9q12	AMP	7	1144	0.6%	No
RSPH6A		19q13.3	AMP	14	1144	1.2%	No
FBXO46		19q13.32	AMP	16	1144	1.4%	No
MUC16		19p13.2	HOMDEL	7	1144	0.6%	No
KCTD7		7q11.21	HOMDEL	2	1144	0.2%	No
KRT24		17q21.2	AMP	13	1144	1.1%	No
LMOD1		1q32.1	AMP	36	1144	3.1%	No
SLC45A4		8q24.3	AMP	63	1144	5.5%	No
OR51F1		11p15.4	AMP	2	1144	0.2%	No
GRAMD1B		11q24.1	AMP	7	1144	0.6%	No
OR5P2		11p15.4	HOMDEL	5	1144	0.4%	No
LYPD5		19q13.31	AMP	21	1144	1.8%	No
FPGT		1p31.1	AMP	6	1144	0.5%	No
SPOCK1		5q31.2	HOMDEL	6	1144	0.5%	No
GAB3		Xq28	AMP	31	1144	2.7%	No
GK		Xp21.2	HOMDEL	13	1144	1.1%	No
PF4V1		4q13.3	AMP	17	1144	1.5%	No
ZNF41		Xp11.3	AMP	10	1144	0.9%	No
ARCN1		11q23.3	AMP	5	1144	0.4%	No
NNMT		11q23.2	AMP	2	1144	0.2%	No
ALDH1L1		3q21.3	HOMDEL	1	1144	<0.1%	No
COTL1		16q24.1	AMP	2	1144	0.2%	No
OR2AG2		11p15.4	AMP	1	1144	<0.1%	No
INSIG1		7q36.3	AMP	10	1144	0.9%	No
MYO16		13q33.3	HOMDEL	7	1144	0.6%	No
PTBP3		9q32	AMP	2	1144	0.2%	No
MTG2		20q13.33	AMP	28	1144	2.4%	No
BCL9L		11q23.3	AMP	5	1144	0.4%	Yes
HOXA11-AS		7p15.2	AMP	22	1144	1.9%	No
PTCHD4		6p12.3	AMP	19	1144	1.7%	No
SNORD114-22		14q32.31	AMP	13	1144	1.1%	No
SEC13		3p25.3	AMP	4	1144	0.3%	No
RPL7A		9q34.2	AMP	2	1144	0.2%	No
TMEM187		Xq28	HOMDEL	4	1144	0.3%	No
GPR33		14q12	HOMDEL	1	1144	<0.1%	No
MED28		4p15.32	HOMDEL	4	1144	0.3%	No
AGO3		1p34.3	AMP	6	1144	0.5%	No
ADGRG6		6q24.2	AMP	3	1144	0.3%	No
USP31		16p12.2	AMP	1	1144	<0.1%	No
SHROOM4		Xp11.22	AMP	6	1144	0.5%	No
OR10A4		11p15.4	HOMDEL	4	1144	0.3%	No
TMEM169		2q35	HOMDEL	4	1144	0.3%	No
PFAS		17p13.1	AMP	2	1144	0.2%	No
TRIM23		5q12.3	AMP	2	1144	0.2%	No
NMT1		17q21.31	AMP	3	1144	0.3%	No
FOXN4		12q24.11	AMP	2	1144	0.2%	No
DICER1		14q32.13	AMP	10	1144	0.9%	Yes
SLC12A6		15q14	AMP	3	1144	0.3%	No
SEC14L1		17q25.2-q25.3	AMP	22	1144	1.9%	No
VCP		9p13.3	HOMDEL	3	1144	0.3%	No
PRPH2		6p21.1	HOMDEL	2	1144	0.2%	No
TENM4		11q14.1	HOMDEL	2	1144	0.2%	No
SLC39A6		18q12.2	AMP	15	1144	1.3%	No
CYS1		2p25.1	AMP	8	1144	0.7%	No
TP73-AS1		1p36.32	AMP	10	1144	0.9%	No
PRR12		19q13.33	AMP	5	1144	0.4%	No
LMAN2		5q35.3	HOMDEL	11	1144	1.0%	No
ZNF575		19q13.31	AMP	20	1144	1.7%	No
CFP		Xp11.23	AMP	11	1144	1.0%	No
TNFRSF11A		18q21.33	AMP	4	1144	0.3%	Yes
RGMB		5q15	HOMDEL	7	1144	0.6%	No
ZNF43		19p12	AMP	8	1144	0.7%	No
AREG		4q13.3	AMP	15	1144	1.3%	No
IFNA7		9p21.3	HOMDEL	91	1144	8.0%	No
NQO2		6p25.2	AMP	12	1144	1.0%	No
C15ORF32		15q26.1	AMP	14	1144	1.2%	No
MARK2P9		10q23.33	HOMDEL	4	1144	0.3%	No
EMC4		15q14	HOMDEL	15	1144	1.3%	No
MIR3936HG		5q31.1	HOMDEL	7	1144	0.6%	No
MECR		1p35.3	AMP	2	1144	0.2%	No
LINC00997		7p14.3	AMP	18	1144	1.6%	No
GPCPD1		20p12.3	AMP	10	1144	0.9%	No
BCLAF3		Xp22.12	AMP	5	1144	0.4%	No
TMOD4		1q21.3	AMP	100	1144	8.7%	No
C10ORF71		10q11.23	HOMDEL	8	1144	0.7%	No
IL4		5q31.1	HOMDEL	7	1144	0.6%	No
SIRT5		6p23	AMP	12	1144	1.0%	No
TMEM179		14q32.33	AMP	19	1144	1.7%	No
BAMBI		10p12.1	AMP	9	1144	0.8%	No
C1ORF56		1q21.3	AMP	102	1144	8.9%	No
ALG8		11q14.1	AMP	26	1144	2.3%	No
ADH1B		4q23	HOMDEL	1	1144	<0.1%	No
SSBP2		5q14.1	HOMDEL	7	1144	0.6%	No
CDHR1		10q23.1	HOMDEL	5	1144	0.4%	No
EIF2AK1		7p22.1	AMP	27	1144	2.4%	No
WIPI1		17q24.2	AMP	20	1144	1.7%	No
ERICH5		8q22.2	HOMDEL	1	1144	<0.1%	No
ARF1		1q42.13	AMP	37	1144	3.2%	No
GALR3		22q13.1	HOMDEL	1	1144	<0.1%	No
CDX4		Xq13.2	HOMDEL	8	1144	0.7%	No
LINC00548		13q14.11	AMP	2	1144	0.2%	No
VAX2		2p13.3	AMP	11	1144	1.0%	No
POP5		12q24.31	AMP	1	1144	<0.1%	No
GARS1-DT		7p14.3	AMP	19	1144	1.7%	No
TSPAN33		7q32.1	HOMDEL	1	1144	<0.1%	No
LRRC8A		9q34.11	AMP	3	1144	0.3%	No
SERP2		13q14.11	AMP	1	1144	<0.1%	Yes
GGNBP1		6p21.31	AMP	8	1144	0.7%	No
ZC2HC1A		8q21.13	AMP	47	1144	4.1%	No
ARF3		12q13.12	AMP	8	1144	0.7%	No
RTP2		3q27.3	HOMDEL	5	1144	0.4%	No
H4C3		6p22.2	HOMDEL	1	1144	<0.1%	No
TMOD3		15q21.2	AMP	2	1144	0.2%	No
TRPM8		2q37.1	AMP	3	1144	0.3%	No
UCKL1		20q13.33	AMP	36	1144	3.1%	No
LINC00347		13q22.1	HOMDEL	7	1144	0.6%	No
CACYBP		1q25.1	AMP	51	1144	4.5%	No
SUSD4		1q41	AMP	36	1144	3.1%	No
MARCKSL1		1p35.1	HOMDEL	1	1144	<0.1%	No
PPM1H		12q14.1-q14.2	AMP	25	1144	2.2%	No
IFNA8		9p21.3	HOMDEL	100	1144	8.7%	No
STPG3-AS1		9q34.3	AMP	4	1144	0.3%	No
ZNF644		1p22.2	HOMDEL	4	1144	0.3%	No
LINC01126		2p21	AMP	8	1144	0.7%	No
ABHD17B		9q21.13	AMP	2	1144	0.2%	No
CCDC61		19q13.32	AMP	11	1144	1.0%	No
PLN		6q22.31	HOMDEL	3	1144	0.3%	No
MAPK11		22q13.33	HOMDEL	20	1144	1.7%	No
SNX25		4q35.1	HOMDEL	38	1144	3.3%	No
SNORD83A		22q13.1	AMP	5	1144	0.4%	No
GSX1		13q12.2	HOMDEL	5	1144	0.4%	No
SPDEF		6p21.31	AMP	12	1144	1.0%	No
TMOD2		15q21.2	AMP	2	1144	0.2%	No
LINGO3		19p13.3	AMP	1	1144	<0.1%	No
SLC25A51P1		6q12	AMP	12	1144	1.0%	No
TIPIN		15q22.31	AMP	2	1144	0.2%	No
ISY1		3q21.3	AMP	33	1144	2.9%	No
ADCY5		3q21.1	AMP	36	1144	3.1%	No
TMEM170A		16q23.1	HOMDEL	5	1144	0.4%	No
LINC00547		13q13.3	AMP	3	1144	0.3%	No
KRTAP2-2		17q21.2	HOMDEL	2	1144	0.2%	No
ITGAV		2q32.1	HOMDEL	1	1144	<0.1%	No
ARL4D		17q21.31	AMP	3	1144	0.3%	No
PCDHB5		5q31.3	AMP	2	1144	0.2%	No
ADCY7		16q12.1	AMP	9	1144	0.8%	No
SNORD83B		22q13.1	AMP	5	1144	0.4%	No
RFNG		17q25.3	HOMDEL	4	1144	0.3%	No
HCG9		6p22.1	HOMDEL	1	1144	<0.1%	No
L3MBTL1		20q13.12	HOMDEL	1	1144	<0.1%	No
LSM4		19p13.11	AMP	5	1144	0.4%	No
TNS3		7p12.3	HOMDEL	4	1144	0.3%	No
SIRT4		12q24.31	AMP	3	1144	0.3%	No
MYORG		9p13.3	AMP	28	1144	2.4%	No
SSH3		11q13.2	AMP	17	1144	1.5%	No
ADCY6		12q13.12	AMP	10	1144	0.9%	No
GPR6		6q21	HOMDEL	5	1144	0.4%	No
PRRG4		11p13	AMP	7	1144	0.6%	No
B3GALT6		1p36.33	HOMDEL	6	1144	0.5%	No
GAGE12H		Xp11.23	AMP	9	1144	0.8%	No
RPL17-C18ORF32		18q21.1	HOMDEL	7	1144	0.6%	No
SERTM1		13q13.3	AMP	1	1144	<0.1%	No
PLA2G2D		1p36.12	HOMDEL	4	1144	0.3%	No
TTLL1		22q13.2	AMP	6	1144	0.5%	No
LINC00900		11q23.3	AMP	4	1144	0.3%	No
REREP3		15q11.2	AMP	6	1144	0.5%	No
USP25		21q21.1	AMP	13	1144	1.1%	No
ADCY8		8q24.22	AMP	70	1144	6.1%	No
PROP1		5q35.3	HOMDEL	12	1144	1.0%	No
SLC7A11-AS1		4q28.3	HOMDEL	7	1144	0.6%	No
LINC01349		1p21.2	AMP	4	1144	0.3%	No
TFB1M		6q25.3	AMP	3	1144	0.3%	No
SELENOO		22q13.33	AMP	5	1144	0.4%	No
FOXR1		11q23.3	HOMDEL	6	1144	0.5%	No
PDCD6IP		3p22.3	HOMDEL	2	1144	0.2%	No
ZBTB11		3q12.3	AMP	35	1144	3.1%	No
ZNF302		19q13.11	AMP	51	1144	4.5%	No
ARRDC2		19p13.11	AMP	4	1144	0.3%	No
PDPR		16q22.1	AMP	4	1144	0.3%	No
RMST		12q23.1	HOMDEL	3	1144	0.3%	No
SNORD116-5		15q11.2	HOMDEL	23	1144	2.0%	No
PRRG3		Xq28	AMP	26	1144	2.3%	No
HOXA9		7p15.2	HOMDEL	4	1144	0.3%	Yes
MERTK		2q13	AMP	5	1144	0.4%	Yes
KIT		4q12	HOMDEL	1	1144	<0.1%	Yes
CARD8		19q13.33	HOMDEL	1	1144	<0.1%	No
TMEM70		8q21.11	AMP	37	1144	3.2%	No
OR5AR1		11q12.1	HOMDEL	3	1144	0.3%	No
RPL10L		14q21.2	HOMDEL	3	1144	0.3%	No
PHF20L1		8q24.22	AMP	61	1144	5.3%	No
PPM1L		3q25.33-q26.1	AMP	137	1144	12.0%	No
FBXO40		3q13.33	HOMDEL	2	1144	0.2%	No
ADCY9		16p13.3	AMP	6	1144	0.5%	No
CXCL17		19q13.2	AMP	18	1144	1.6%	No
FAM107B		10p13	AMP	4	1144	0.3%	No
SNORD139		22q13.1	AMP	5	1144	0.4%	No
C16ORF86		16q22.1	AMP	3	1144	0.3%	No
TEX15		8p12	HOMDEL	41	1144	3.6%	No
PVALEF		17q25.3	HOMDEL	3	1144	0.3%	No
SLC52A1		17p13.2	AMP	1	1144	<0.1%	No
CHCHD1		10q22.2	HOMDEL	2	1144	0.2%	No
LRRC37BP1		17q11.2	AMP	8	1144	0.7%	No
PJVK		2q31.2	HOMDEL	1	1144	<0.1%	No
ASPSCR1		17q25.3	AMP	21	1144	1.8%	Yes
C4ORF45		4q32.1	AMP	2	1144	0.2%	No
HCG11		6p22.2	AMP	11	1144	1.0%	No
NUTM1		15q14	AMP	3	1144	0.3%	Yes
SSR4P1		21q22.3	HOMDEL	4	1144	0.3%	No
COL4A4		2q36.3	HOMDEL	6	1144	0.5%	No
NAMPT		7q22.3	HOMDEL	3	1144	0.3%	No
CT55		Xq26.3	AMP	12	1144	1.0%	No
EPSTI1		13q14.11	HOMDEL	5	1144	0.4%	No
OR10H4		19p13.12	AMP	7	1144	0.6%	No
RHBDD3		22q12.2	AMP	7	1144	0.6%	No
PLD4		14q32.33	HOMDEL	5	1144	0.4%	No
MESP2		15q26.1	AMP	11	1144	1.0%	No
PPP1R3G		6p25.1	AMP	12	1144	1.0%	No
PHTF1		1p13.2	HOMDEL	16	1144	1.4%	No
PSMD6-AS2		3p14.1	HOMDEL	8	1144	0.7%	No
SCN9A		2q24.3	HOMDEL	1	1144	<0.1%	No
PACSIN3		11p11.2	AMP	4	1144	0.3%	No
ADCYAP1		18p11.32	AMP	26	1144	2.3%	No
TLX1		10q24.31	HOMDEL	4	1144	0.3%	Yes
RAMAC		15q25.2	AMP	5	1144	0.4%	No
CLRN1-AS1		3q25.1	AMP	112	1144	9.8%	No
METTL9		16p12.2	AMP	1	1144	<0.1%	No
ZAR1L		13q13.1	HOMDEL	3	1144	0.3%	No
OR52R1		11p15.4	AMP	2	1144	0.2%	No
TRMT6		20p12.3	HOMDEL	4	1144	0.3%	No
GPR157		1p36.22	AMP	5	1144	0.4%	No
KHDRBS2		6q11.1	AMP	20	1144	1.7%	No
SPATA6L		9p24.2-p24.1	AMP	9	1144	0.8%	No
PTH2R		2q34	HOMDEL	2	1144	0.2%	No
USP14		18p11.32	HOMDEL	6	1144	0.5%	No
DCTN5		16p12.2	HOMDEL	2	1144	0.2%	No
RRN3		16p13.11	AMP	5	1144	0.4%	No
CSTF3-DT		11p13	AMP	8	1144	0.7%	No
KCTD8		4p13	HOMDEL	5	1144	0.4%	No
NHLRC3		13q13.3	AMP	3	1144	0.3%	No
MOB1B		4q13.3	HOMDEL	1	1144	<0.1%	No
C8ORF44		8q13.1	AMP	32	1144	2.8%	No
PRKCZ		1p36.33	HOMDEL	6	1144	0.5%	No
ZNF674-AS1		Xp11.3	AMP	13	1144	1.1%	No
ADCYAP1R1		7p14.3	AMP	19	1144	1.7%	No
APH1A		1q21.2	AMP	102	1144	8.9%	Yes
SRRM2-AS1		16p13.3	AMP	4	1144	0.3%	No
PIGX		3q29	AMP	177	1144	15.5%	No
OR51F2		11p15.4	AMP	2	1144	0.2%	No
KRTAP12-1		21q22.3	HOMDEL	4	1144	0.3%	No
ZCWPW1		7q22.1	AMP	35	1144	3.1%	No
TACC3		4p16.3	AMP	6	1144	0.5%	No
RTTN		18q22.2	HOMDEL	14	1144	1.2%	No
C16ORF87		16q11.2	HOMDEL	3	1144	0.3%	No
MCMBP		10q26.11	HOMDEL	2	1144	0.2%	No
DDX6		11q23.3	HOMDEL	6	1144	0.5%	Yes
CNOT4		7q33	AMP	9	1144	0.8%	No
MPHOSPH6		16q23.3	AMP	2	1144	0.2%	No
CPNE8		12q12	HOMDEL	5	1144	0.4%	No
COG5		7q22.3	AMP	18	1144	1.6%	No
TMED11P		4p16.3	AMP	6	1144	0.5%	No
MTMR6		13q12.13	HOMDEL	7	1144	0.6%	No
TCAF1		7q35	AMP	8	1144	0.7%	No
ADD1		4p16.3	AMP	4	1144	0.3%	No
MCTP1		5q15	HOMDEL	10	1144	0.9%	No
P4HA2		5q31.1	HOMDEL	7	1144	0.6%	No
ZNF716		7p11.2	HOMDEL	6	1144	0.5%	No
IPP		1p34.1	AMP	9	1144	0.8%	No
GAGE2A		Xp11.23	AMP	9	1144	0.8%	No
LGR5		12q21.1	AMP	28	1144	2.4%	Yes
TMEM26		10q21.2	HOMDEL	4	1144	0.3%	No
ZNHIT1		7q22.1	AMP	32	1144	2.8%	No
TSNAXIP1		16q22.1	HOMDEL	1	1144	<0.1%	No
FSTL5		4q32.2	HOMDEL	15	1144	1.3%	No
LINC01829		2p14	AMP	17	1144	1.5%	No
CHRNB1		17p13.1	HOMDEL	10	1144	0.9%	No
FREM2		13q13.3	HOMDEL	4	1144	0.3%	No
ERCC6L2-AS1		9q22.32	AMP	2	1144	0.2%	No
GPR174		Xq21.1	HOMDEL	6	1144	0.5%	No
ADD2		2p13.3	AMP	11	1144	1.0%	No
CLSTN3		12p13.31	AMP	21	1144	1.8%	No
ALDH1A2		15q21.3	HOMDEL	5	1144	0.4%	No
LRRC72		7p21.1	AMP	30	1144	2.6%	No
FAM174A		5q21.1	HOMDEL	6	1144	0.5%	No
PDX1		13q12.2	AMP	3	1144	0.3%	No
PMP22		17p12	HOMDEL	13	1144	1.1%	No
SAAL1		11p15.1	HOMDEL	1	1144	<0.1%	No
BLZF1		1q24.2	AMP	61	1144	5.3%	No
PRSS35		6q14.2	AMP	6	1144	0.5%	No
CDC40		6q21	AMP	4	1144	0.3%	No
SLC9C1		3q13.2	HOMDEL	3	1144	0.3%	No
PIBF1		13q21.33-q22.1	AMP	10	1144	0.9%	No
USP17L25		4p16.1	HOMDEL	4	1144	0.3%	No
DMAC2L		14q21.3	AMP	15	1144	1.3%	No
PHACTR2		6q24.2	AMP	2	1144	0.2%	No
MRPL42P5		15q15.1	HOMDEL	15	1144	1.3%	No
DNASE1L3		3p14.3	HOMDEL	7	1144	0.6%	No
CYP4Z1		1p33	HOMDEL	2	1144	0.2%	No
LINC00525		7p12.3	AMP	25	1144	2.2%	No
IKZF3		17q12-q21.1	HOMDEL	1	1144	<0.1%	Yes
REEP5		5q22.2	HOMDEL	9	1144	0.8%	No
COQ9		16q21	HOMDEL	3	1144	0.3%	No
SLC30A9		4p13	AMP	8	1144	0.7%	No
TMEM204		16p13.3	HOMDEL	2	1144	0.2%	No
CDK5		7q36.1	HOMDEL	1	1144	<0.1%	No
HOOK1		1p32.1	AMP	13	1144	1.1%	No
LRAT		4q32.1	HOMDEL	10	1144	0.9%	No
PPIH		1p34.2	AMP	15	1144	1.3%	No
LINC01619		12q21.33	HOMDEL	1	1144	<0.1%	No
PHKA2		Xp22.13	HOMDEL	10	1144	0.9%	No
SLK		10q24.33-q25.1	AMP	2	1144	0.2%	No
OR2M1P		1q44	HOMDEL	2	1144	0.2%	No
CCDC3		10p13	AMP	4	1144	0.3%	No
OR4D6		11q12.1	HOMDEL	2	1144	0.2%	No
MIR503HG		Xq26.3	AMP	12	1144	1.0%	No
C1ORF100		1q44	AMP	47	1144	4.1%	No
HINT3		6q22.32	HOMDEL	4	1144	0.3%	No
ANKRD26P1		16q11.2	AMP	7	1144	0.6%	No
MBTPS2		Xp22.12	AMP	4	1144	0.3%	No
HDHD5-AS1		22q11.1	AMP	8	1144	0.7%	No
NUTF2		16q22.1	AMP	4	1144	0.3%	No
FGF2		4q28.1	HOMDEL	1	1144	<0.1%	No
SLC35F4		14q22.3-q23.1	HOMDEL	2	1144	0.2%	No
SFTPA2		10q22.3	HOMDEL	3	1144	0.3%	No
ZNF225-AS1		19q13.31	AMP	21	1144	1.8%	No
ZBTB1		14q23.3	HOMDEL	3	1144	0.3%	No
NPR3		5p13.3	HOMDEL	1	1144	<0.1%	No
OR2M2		1q44	HOMDEL	2	1144	0.2%	No
CLDN10		13q32.1	HOMDEL	7	1144	0.6%	No
BHLHA15		7q21.3	AMP	31	1144	2.7%	No
GAS5-AS1		1q25.1	AMP	55	1144	4.8%	No
PGK1		Xq21.1	HOMDEL	5	1144	0.4%	No
GEMIN8		Xp22.2	AMP	3	1144	0.3%	No
STC2		5q35.2	HOMDEL	10	1144	0.9%	No
KRTAP9-8		17q21.2	HOMDEL	2	1144	0.2%	No
PCMT1		6q25.1	HOMDEL	5	1144	0.4%	No
MARCHF8		10q11.21-q11.22	HOMDEL	3	1144	0.3%	No
MPZL2		11q23.3	AMP	5	1144	0.4%	No
FAM138B		2q14.1	AMP	7	1144	0.6%	No
SNHG16		17q25.1	AMP	20	1144	1.7%	No
CHST15		10q26.13	AMP	4	1144	0.3%	No
SLC39A13		11p11.2	HOMDEL	1	1144	<0.1%	No
IRGM		5q33.1	HOMDEL	6	1144	0.5%	No
DNAAF3		19q13.42	AMP	16	1144	1.4%	No
GPRC6A		6q22.1	HOMDEL	7	1144	0.6%	No
NDUFA6-DT		22q13.2	AMP	4	1144	0.3%	No
BRI3BP		12q24.31	HOMDEL	5	1144	0.4%	No
KREMEN2		16p13.3	HOMDEL	3	1144	0.3%	No
PPP1R3A		7q31.1	HOMDEL	4	1144	0.3%	No
C22ORF39		22q11.21	HOMDEL	3	1144	0.3%	No
ATP6AP1L		5q14.2	AMP	2	1144	0.2%	No
NOC4L		12q24.33	AMP	3	1144	0.3%	No
HPDL		1p34.1	AMP	10	1144	0.9%	No
UBR5		8q22.3	AMP	46	1144	4.0%	Yes
ALOX12P2		17p13.1	HOMDEL	10	1144	0.9%	No
FST		5q11.2	AMP	12	1144	1.0%	No
EIF2AK4		15q15.1	HOMDEL	17	1144	1.5%	No
SOGA1		20q11.23	AMP	13	1144	1.1%	No
DHRS2		14q11.2	AMP	22	1144	1.9%	No
FAM167A		8p23.1	AMP	3	1144	0.3%	No
ENOX2		Xq26.1	HOMDEL	3	1144	0.3%	No
SH3GLB1		1p22.3	AMP	6	1144	0.5%	No
ORAI1		12q24.31	HOMDEL	4	1144	0.3%	No
CYBB		Xp21.1-p11.4	HOMDEL	10	1144	0.9%	No
ANKRD30A		10p11.21	AMP	6	1144	0.5%	No
ANKLE1		19p13.11	AMP	5	1144	0.4%	No
MRPL45P2		17q21.32	AMP	3	1144	0.3%	No
CTAGE7P		10q26.3	AMP	4	1144	0.3%	No
MORC3		21q22.12	HOMDEL	5	1144	0.4%	No
LINC01548		21q22.11	HOMDEL	1	1144	<0.1%	No
TIMM44		19p13.2	AMP	4	1144	0.3%	No
PSMA8		18q11.2	AMP	22	1144	1.9%	No
TLDC2		20q11.23	AMP	12	1144	1.0%	No
H3-5		12p11.21	AMP	38	1144	3.3%	Yes
DCLK1		13q13.3	HOMDEL	3	1144	0.3%	No
CALCRL		2q32.1	AMP	11	1144	1.0%	No
MAMDC2-AS1		9q21.12	AMP	2	1144	0.2%	No
PLA1A		3q13.33	AMP	37	1144	3.2%	No
OR2G2		1q44	HOMDEL	2	1144	0.2%	No
URB1-AS1		21q22.11	HOMDEL	1	1144	<0.1%	No
XIRP2		2q24.3	HOMDEL	1	1144	<0.1%	No
LINC02894		8q22.1	AMP	34	1144	3.0%	No
TYSND1		10q22.1	HOMDEL	4	1144	0.3%	No
PADI6		1p36.13	HOMDEL	5	1144	0.4%	No
PHF5A		22q13.2	AMP	3	1144	0.3%	No
CNGA2		Xq28	HOMDEL	3	1144	0.3%	No
TLX3		5q35.1	HOMDEL	9	1144	0.8%	Yes
NF1		17q11.2	HOMDEL	4	1144	0.3%	Yes
SSH2		17q11.2	HOMDEL	2	1144	0.2%	No
SH3BP5		3p25.1	HOMDEL	4	1144	0.3%	No
DACT3		19q13.32	HOMDEL	1	1144	<0.1%	No
SPATA31D5P		9q21.32	AMP	1	1144	<0.1%	No
